id,job industry,title,company,location,type,description
398,Natural Sciences,Shelf Life study & Product Development Department Manager,Bless Agri Food Laboratory Service Plc,Oromia,Office,"1.GENERALJobTitle:Manager,Training,ResearchandDevelopmentDepartmentReportsto:ChiefExecutiveDirectorDepartment/Service:Training,ResearchandDevelopmentDepartment2.KEYFUNCTIONS:UnderthegeneraldirectionoftheGeneral Manager,plans,organizes,coordinates,supervises,researchandproductdevelopmentandshelflifedetermination/stabilitystudy activitiesoftheCompany; assesses and identifies training, research and product development needs of the food and agriculturalsectors;andensuresthedevelopmentofoperationprogramsforidentified..."
399,Engineering,Electrical Engineer,Brothers Trading PLC,Addis Ababa,Office,"About Brothers Construction PLC: Brothers Construction, founded in 2015, is a leading Ethiopian firm specializing in historic sites, roads, and recreational projects. We emphasize effective communication, sustainability, and innovative project management. Notable projects include Wenchi Gebeta Lehager, Chaka Landscape and Greenery, Sheraton Landscape and Greenery Project, Mexico to Sarbet Road Corridor, Adwa 00 Project, and several projects for various embassies.Job Overview:We are seeking an experienced Electri..."
400,FMCG and Manufacturing,Printing Machine Operator,Prime Packaging PLC,Addis Ababa,Office,"About the companyPrime Packaging, located in Kilinto Industrial Park, is a trusted provider of high-quality printed packaging. We deliver high-volume, high-quality labels and packaging solutions to leading companies in the beverage, food, and consumer goods sectors.As a world-class manufacturer, Prime Packaging leverages cutting-edge technology to optimize efficiency and deliver exceptional packaging solutions. We are a one-stop partner that prioritizes innovation, quality, and sustainability — delivering superi..."
401,"Logistics, Transport an...",Senior Procurement Officer II,Ethiopian Capital Market Authority,Addis Ababa,Office,"Statement of the PurposeThe Senior Procurement Officer II is responsible for overall coordination of the procurement and supplies provision for the Authority based on projected plans and needs to realise efficiency and economy in the procurement of works, goods and services.Specific Duties and Responsibilities: Oversee the preparation, coordination, dispatch, opening, analysingand recommendation of quotations subject to regulation and internal guidelinesCoordinate with user departments on the preparation of proc..."
402,Legal,District Legal Attorney for Dessie District,Dashen Bank S.C,Amhara,Office,"District Legal Attorney for Dessie DistrictVacancy DetailsVacancy Number: DB_EX/HO/064/25Vacancy Posting End Date: 29/06/2025Job SummaryDistrict Legal Attorney is responsible for providing legal opinions, reviewing documents to assure its validity, reviewing contracts concluded by the Bank to make sure forms and substances are fulfilled. The role holder will also initiate legal actions and handle court cases as per the Bank's policies and procedures and in close consultation with Legal Department."
403,"Admin, Secretarial, and...",Cleaner,NRC (Norwegian Refugee Council),Benishangul Gumuz,Office,"The purpose of the Cleaner/Cook position is to assist in the day-to-day implementation of the support functions responsibilities. Use actions words such as conduct or assist for the position relevant responsibilities.Generic responsibilitiesThese responsibilities shall be the same for all positions with the same title. The responsibilities shall be short and essential. Details belong in the Work- and Professional Development Plan.Plan, prepare and serve meals and refreshments for NRC staff and visitors according..."
404,Social Sciences and Com...,Humanitarian  Aid Project Officer,German Leprosy and TB Relief Association,Tigray,Office,"Vacancy AnnouncementJob Title: Humanitarian Aid Project OfficerDuty station: Emba Alaje and Enda Mehoni districts of Tigray RegionType of employment:Fixed term for 14 monthsNumber of employees required: Two(2); one for Emba Alaje and one for Enda MehoniSalary: As per the approved project budgetREPORTING: To GLRA Ethiopia CBID coordinatorGerman Leprosy and TB Relief Association Ethiopia (GLRA Ethiopia) is a non-profit international NGO working in the field of Leprosy and other NTDs, Tuberculosis, Humanitarian aid..."
405,Human Resource and Recr...,PROJECT FIN/ HR MANAGER,Medicins Sans Frontiers - Holland,Tigray,Office,"Main PurposePlanning, coordinating and implementing HR, Admin and Financial activities and policies in the project ac-cording to legal obligations and MSF protocols, standards and procedures in order to provide quality, relia-ble and transparent information to the organization on the use and allocation of resources in the project and to realize the HR capacity required to achieve project objectives |AccountabilitiesIn close coordination with the Project Coordinator (PC) and the HR Coordinator and Finance Coordin..."
406,Accounting and Finance,Finance Intern,Jesuit Refugee Service (JRS),Addis Ababa,Office,"Background:The Jesuit Refugee Service (JRS) is an international Catholic organization with a mission to accompany, serve and advocate on behalf of refugees and other forcibly displaced people. It was founded by the Society of Jesus on 14th November 1980 in Rome, Italy. Currently, JRS operates over 56 countries worldwide. JRS has been working in Ethiopia since 1982. Currently, JRS Ethiopia operates in Addis Ababa, Somali region (Melkadida, Kobe and Bokolomayo refugee camps) . JRS Ethiopia’s main areas of interven..."
407,Engineering,Parts Counter Supervisor,Kerchanshe Equipment,Addis Ababa,Office,"Job SummaryThe parts counter analyst is expected to oversee counter representatives and support staff to ensure customer service standards are consistently exceeded, with a focus on fostering excellence in the performance of all count room personnel's assigned dutiesJob ResponsibilitiesOrganize, communicate, and delegate responsibilities and priorities to ensure the successful operation of the parts sales departmentProvide regular and timely feedback that recognizes performance, motivates employees, and promotes..."
408,Engineering,Operator Trainer,Kerchanshe Equipment,Addis Ababa,Hybrid,"Job SummaryThe primary responsibility of this role is to train customer operators on various Caterpillar product ranges, ensuring safe and efficient equipment usage. Additionally, the candidate will assist in loading/unloading machinery at the Gellan facility or customer sites, as well as support service and other departments when required. Duties also include transporting parts, materials, and tools between workshop locations and providing transportation services for company guests and management as needed. The..."
